tweet,label
"RT @WenMaMa2: .🚨#BoycottCNN advertisers🚨
Acosta is a BULLY🐂💩
CNN #1 #FakeNewsMedia🧟‍♀️🧟‍♂️
@realDonaldTrump @POTUS #MAGA
@seanhannity @LouD…",4
What enemagram are you!? Im usually a solid 2 💩,4
Sucks trying to explain to someone why you can't do something on Friday because you have an obligation on Sunday 💩… https://t.co/0uc9TaU834,4
Fresh from the bowl💛😍💩,4
@MSNBC Nothing to be proud of for sure...💩,4
💩 come on braves,4
@realDonaldTrump I pray everyday for the day Muller put those handcuffs on you Trump you piece of 💩💩💩💩💩💩💩💩,4
"@vKing_2k 1st off TTG couldn't/can't  fuck wuth us. 
2ndly expose was 💩 
3rd our only comp in these ""underrated"" sh… https://t.co/m7NWFeArK0",4
"I am a strong independent woman

+threads and shit (mainly shit)💩",4
RT @JazzKellie: Been trying to tell y’all but y’all insist on thinking Mario Badescu is the shit and it’s quite literally shit 💩 https://t.…,4
RT @cleared37Joseph: @SpeakerRyan = 🐀💩Back🔪 Bastard W/ @MittRomney @JebBush #Crime Families SOLD OUT🇺🇸👨‍👩‍👧‍👦👩🏽👵🏼🧑🏽👨🏼👮🏾‍♀️👮🏻‍♂️@ThomasPKenn…,4
"@BreitbartNews THAT'S THE FLITH
IN THE FAKE NEWS!!
💩💩💩💩💩💩💩",4
RT @Truthseeker126: Looks like Mexico should comply or no deal. Dirty Dimms aren’t doing 💩. #NoDACA #MondayMotivation #NAFTA https://t.co/E…,4
Someone who cheats with you will cheat on you. You aren't exempt from someone being 💩,4
RT @RealRapMag: Dj Khalid on the 1’s and 2’s . 🔥🔥 or 💩💩?? https://t.co/sBDMOxoVQc,4
got up to 3448 💩 at 3395 now,4
I can’t save fa 💩 inna world 😫,4
RT @baguioTCVS: Reminder. always safe sex. Get tested first if you intend to go bare. No to casual sex 😉👍🏻 Not recommended💩💩💩 https://t.co/…,4
@Acosta You’re the definition of 💩. Look it up sometime. Scumbag.,4
@Brittain4Senate 🦇💩nuts,4
RT @pinkk9lover: The working men &amp; women of🇺🇸 have kept @Bayer around for 60+ years. Loyal consumers have now been 💩 on. Our loyalties now…,4
@Paulbini123 My 💩 don't look like that Paul. I could show ya,4
Welp today’s been shit💩,4
@realDonaldTrump @BoldWillArise Thanks to the party of 💩for brains here go our wasted tax dollars for stupid formal… https://t.co/Vxk1v3WRFK,4
"Holy 💩, #Batman ( #NoHeDidnt 😧) https://t.co/gQQxhPeJBf",4
@alphaseeker3983 @DreamWeaver331 @spicycrawtator Nobody wants Mince Meat at the champions dinner anyhow 💩,4
Getting money out my ass this some expensive shit 💩,4
"RT @AdoptCCAnimals: Adoptable #Cat #A0914161_CCSTCA_01 why yes, I'd be very interested in coming home with you https://t.co/swSN5kMbpc | 😼💩…",4
@JustinWilson17 I will at 5 😂💩,4
@richthekid The World Is Yours Album 🔥🔥🔥 or 💩💩💩!? https://t.co/IatjxbxwOO,4
@Acosta You may just want to 🤐🤐🤐🤐 you 💩 for once Acosta. Your right of free speech isn’t without consequences. So stfu ass,4
"RT @The__Goomba: I wonder if this is a reference to Logan Paul💩
Guess his obnoxiousness really pissed off the Japanese. https://t.co/ryeQOz…",4
RT @aedmondsauthor: Trump needs to back the F-ck off of Amazon! Everything this idiot touches turns to 💩! I’m sure employees of the US post…,4
"L😂😂😂L, is this dude for real? 👇🏻

Does he really believe this 💩he’s trying to sell?   Interesting times!  The insan… https://t.co/tlrjv6PPTN",4
RT @scroggstl: Wth is this 💩! REVEALED: David Hogg Working with George Soros Group to Oust Republicans from Congress https://t.co/hsmx8z5uY…,4
"We’re #2, we’re #2 💩 #sens",4
@nytimes That's some Orwell'n 💩 man.,4
"RT @Trey_VonDinkis: #LeftistSedition #LeftistTerrorism #LeftistCrime #Bribery

.
.
💩🕳️ MORE LEFTIST CRIMES:

Maryland Democrat State Senato…",4
@KylieJenner @kyliecosmetics You tryna tell me you didn't just bottle your baby's puke and/or 💩 on this one?? 🤔🤔 https://t.co/hUv7GaFx42,4
RT @LILMAYO: AYYOO HAPPY EASTER YALL 🐰💩🥚👽 I SHITTED OUT SOME NICE SUCC EGGS AROUND LA W GOODIEZ INSIDE💯 FINDERZ KEEPERZ https://t.co/67IVPn…,4
RT @AlyssaCastille1: I feel like 💩😓,4
@ANGRYPUGNATION @temaculim Bro you forgot to go out of your way to stop in Buffalo and say hi 💩,4
@Stew_PFC @Iivesforever 🐕💩 I got that for Jamal Lowe?,4
📷 Growing a tail 😋💩 https://t.co/86vAVyDf7y,4
RT @1NEFOE: Nobody said this 💩 would be easy 😤,4
"@Kimzolciak Going to delete a tweet.... delete your 💩 of a response, also!",4
I feel like Jeff Bezos could just buy off all of Congress and they'll impeach 🍊💩🤡 #inners,4
"RT @Shawtypepelina: A list of retarded 💩teens have done:
Salt &amp; Ice, Vodka eyeballing, Tidepod, Choking for a high, Butt Chugging, Smoking…",4
@TRobinsonOnline THEY NEVER GO 1 ON 1 THEM MUSLIMS BLOODY COWARDS  💩💩💩,4
"@Gerald12_ryan If they're spewing their lefty 💩 they shouldn't get a dime, they should be FIRED!",4
@genesisxmusic Holy 💩 you’re gorgeous babe,4
"""Trade wars are easy to win."" 💩""Mexico will pay for the wall.""💩""I know all the best people."" 💩""Those women are all… https://t.co/pfIYeb6KYX",4
Maniya mad as 💩 on the low low 😂😂😂 https://t.co/Fn7Z8p84Cm,4
@BrittMcHenry Can’t make this 💩up!!! 🍑🤡s,4
"RT @Trey_VonDinkis: #LeftistSedition #LeftistTerrorism #LeftistCrime #Bribery

.
.
💩🕳️ MORE LEFTIST CRIMES:

Maryland Democrat State Senato…",4
Morning 💩 https://t.co/1i84PcbTO7,4
Is my tummy rumbling because I’m hungry or have to 💩? a mystery novel by my body,4
RT @585_1994: @chuckwoolery @DynastyNancy Another jackass heard from 💩💩👎👎,4
@chuckwoolery @DynastyNancy Another jackass heard from 💩💩👎👎,4
I’ve never wanted to beat someone’s kid outside my family’s ass so bad until now. I can’t do this 9-5 💩.,4
@89razorskate20 @BBCANRyan Gross💩,4
RT @jl_soto: @Boo3zero5 @KeithOB224 Dem💩’s need to keep the Masses Dependant and insecure in order for their job security.,4
Some providers make me love my job even when patients are being 💩💩💩,4
"🔥🔥?? or 💩 💩??
“Niggas say they don’t fuck wit me cuz they girl dickeat...”🤷🏾‍♂️😩

#ElGano… https://t.co/Fp8RSkJr7g",4
Last week I was on 🔥and done with reports by now. This week is 💩and I have done two...,4
@Stallone you just showed the world you a big piece of 💩💩💩  don’t back track now pussy,4
"RT @chrisvega25: 🔥💥EAT 💩 TOMI🔥💥

@TomiLahren looks like the kinda girl that would cheat on her significant other for $hitty weed 

#Skankfe…",4
RT @daniel_dist: @harpersbazaarus @HayleyKiyoko People need to learn to accept them self then the rest of the people won’t mean 💩 they will…,4
Even tho the limited releases are some ol 💩 https://t.co/YRWc1oCPSk,4
RT @josie_leonard_: feel like 💩,4
@DonaldJTrumpJr No it isn't you piece of 💩,4
@MSNBC @hardball I finally get a little money and this god dam 🤡💩show puts it at risk. I am not happy. @WSJ… https://t.co/dVVfiG2L84,4
See everything I got I worked for it this 💩 ain’t come for free😏,4
RT @MarisaWard57: Holy 💩! This is a terrifying statistic indeed. Is it me or is Sinclair a monopoly? Or is it close to being one? https://t…,4
Love my job &amp; all the 💩 that comes with it........literally,4
MAin musik &amp; me on a song y’all gone love dat 💩,4
"@Voyager19 That and he owns @wapo  Yes, he's envious of Bezoz net worth but this is about suppressing a free press who calls out his bull 💩",4
"RT @ClintonMSix14: I think my dog must be a Democrat😳🐕💩...🤠

@BrandonBEP78 
@poconomtn 
@JanjoinedNRA https://t.co/OSEpdvfI1o",4
"RT @The__Goomba: I wonder if this is a reference to Logan Paul💩
Guess his obnoxiousness really pissed off the Japanese. https://t.co/ryeQOz…",4
"GOV JERRY 💩 BROWN NEEDS TO GO. THE SOONER THE BETTER AND IT DOES NOT MATTER HOW, AS LONG AS HE IS GONE!  🙏🇺🇸🦅… https://t.co/nVSo68c6fq",4
"@realDonaldTrump 
Spoiler Alert! It's you, you 🍊💩!! https://t.co/rVNHWujb8W",4
"@Acosta 💩💩Yes Jim, the country can't get enough of your bullshit questions, your hate, your bigotry, your snide rem… https://t.co/pYbC100Rnv",4
Total bull 💩 https://t.co/IVIamLlxjC,4
@StephenKing @reddirtreportOK That's why he's there. The consistency of the swamp was the same consistency of 💩. It… https://t.co/ewPmcv5vh9,4
@perlmutations I went to report this 💩but Twitter has already deleted the account.,4
RT @db5277: @AFP @On_Politike TREASONOUS TRUMP IS A RUSSIAN AGENT!🇷🇺💩😡💩👎🏿💩👎🏻💩🇷🇺,4
RT @Idkwistan: The time i whipped my pus*y instead of my ass after shitting💩 || STORY TIME,4
"RT @bigvern44: martin age 30 💩💩💩
brezeale age 31💩
molina age 37💩💩💩
klitscko age 41👍
takam age 37💩💩
parker age 26👍
povetkin age 39.?????????…",4
@Bob_Stauffer Stauffer you are full of 💩.   Lots of people were not on board.,4
RT @TakeThMarkOUDID: Ya Think! The Man’s doing it alone! #Trump has kicked some serious Ass! He supposed to undo 50 years of progressive 💩i…,4
RT @7tt_Kathy: This is 🐂💩... Call! #BuildThatWall #NoDACA #StopTheCaravan https://t.co/H9Z5LlElpl,4
Meatloaf swishers 😂😂💩🚮 https://t.co/c099aidzPG,4
Like Mexico needs a wall... who wants to go to that 💩hole https://t.co/PNN6DsrONY,4
I use baby wipes after I 💩🤷🏾‍♀️ https://t.co/njmUDxNrwo,4
RT @Truthseeker126: Looks like Mexico should comply or no deal. Dirty Dimms aren’t doing 💩. #NoDACA #MondayMotivation #NAFTA https://t.co/E…,4
"RT @chrisvega25: 🔥💥EAT 💩 TOMI🔥💥

@TomiLahren looks like the kinda girl that would cheat on her significant other for $hitty weed 

#Skankfe…",4
"RT @The__Goomba: I wonder if this is a reference to Logan Paul💩
Guess his obnoxiousness really pissed off the Japanese. https://t.co/ryeQOz…",4
RT @Truthseeker126: Looks like Mexico should comply or no deal. Dirty Dimms aren’t doing 💩. #NoDACA #MondayMotivation #NAFTA https://t.co/E…,4
@Dhubbz24 Love you always 🍕 💩❣️,4
RT @7tt_Kathy: This is 🐂💩... Call! #BuildThatWall #NoDACA #StopTheCaravan https://t.co/H9Z5LlElpl,4
"RT @bigvern44: martin age 30 💩💩💩
brezeale age 31💩
molina age 37💩💩💩
klitscko age 41👍
takam age 37💩💩
parker age 26👍
povetkin age 39.?????????…",4
RT @Dhubbz24: Happy birthday to one of my favorite people on the planet @srosejax love you 🍕 💩! Sorry I couldn't make it to your party this…,4
I like to have my own shit so nobody can ever throw up in my face what they did for me or gave me. All that bs is for the birds 🦅💩,4
@EmphaticLance Haha holy shit 💩,4
RT @Truthseeker126: Looks like Mexico should comply or no deal. Dirty Dimms aren’t doing 💩. #NoDACA #MondayMotivation #NAFTA https://t.co/E…,4
@TomArnold U need mental health adjustment u crazy💩,4
@realDonaldTrump Trump is the Biggest Joke America has !!😈😈😈😈💩💩💩💩,4
"@petergermain81 @_AlexHirsch Bro, A Dog with a Blog was the 💩",4
RT @JazzKellie: Been trying to tell y’all but y’all insist on thinking Mario Badescu is the shit and it’s quite literally shit 💩 https://t.…,4
RT @cdn_godzilla: ..Guess who is showing of their socks today @JustinTrudeau 💩👳🏽🐐 https://t.co/HCm3AGvBiE,4
"RT @DollaD1: Horizon (Prod. Dolla D) 🌈
Listen/Purchase the beat (LINK IN BIO) 🎧💰
Turn on post notifications 📲
Comment 🔥 or 💩
#purchasebeats…",4
@ClintNelson13 @hotfunkytown @therealroseanne It's Adnauseum - I'm so tired of all this 🐂💩.,4
"Follow ➡️ geochevel #THEFOXX🦊🦊🦊is loose once again 
#YungNikka kicking big 💩💩💩💩💩💩💩
Finna drop… https://t.co/kM35lwlBBU",4
She broke inside and disgraced herself 💩😔 https://t.co/QPadOutyCI,4
Biiiiiiih I just hollered💀☠️💀💀💀☠️💀💩💩🤣😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤗😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😆😆😆😆😅😅😂😆😆 https://t.co/pAQwJ4ySzn,4
"RT @Trey_VonDinkis: #LeftistSedition #LeftistTerrorism #LeftistCrime #Bribery

.
.
💩🕳️ MORE LEFTIST CRIMES:

Maryland Democrat State Senato…",4
RT @boxnchill: @bigvern44 @LennoxLewis martin should be like 💩💩💩💩💩,4
"RT @michaelbeatty3: 🔥PRESIDENT HITS 50%🔥
🇺🇸Most of America -""Should be higher""
💩MEDIA-""we need a new porn star ASAP""
#MAGA #MondayMotivatio…",4
RT @cindy_melby: @paultykwinski1 @Lady_Vi_2U For evil to prevail good people do nothing. Rid America of this 💩 send him and his family to I…,4
RT @JoyyUnSpeakable: Tweeting stuff on purpose for y’all to retweet &amp; talk 💩 to your followers 🤷🏾‍♀️&gt;&gt;&gt;,4
Backyard clean up 💩...... now we can have fun anytime we want rain or shine... yay spring ☀️☔️ https://t.co/iq36A4MDS3,4
@MaxinePWaters @rentonMagaUK @therealroseanne Ahahaha stupid maxine pos u are pathetic 😂😂😂😂💩🚽,4
RT @NationBabySoo: When did EXO say their goal is to top Growl? 💀 yall really out there making up stories to fit your narrative 💩 https://t…,4
RT @_beadel: Remember the days you prayed for what you have now 💩,4
RT @JoyyUnSpeakable: Tweeting stuff on purpose for y’all to retweet &amp; talk 💩 to your followers 🤷🏾‍♀️&gt;&gt;&gt;,4
@AnthemRespect @Nunya96693453 @atlantisbahamas @IngrahamAngle @Expedia @travelocity @priceline @FoxNews That’s  a 💩hole anyway. 👍👍🇺🇸,4
"@realDonaldTrump 
Hey, idiot 🍊💩, I think that you are doing a lousy job, so quit already!! https://t.co/w6ZfH2fINx",4
@QueenslandRail looks like a dog 🐕 💩 has paid a visit to Ascot station :-(  Just letting you know! https://t.co/jhoNptSNax,4
@SHSPRESSSEC you're seriously full of 💩 or just crazy https://t.co/6klZEBjzYq,4
RT @cooperchip1: @NikeNoir @CarolLaRue He’s been measuring his penis with calipers to see if it grew even a little bit💩,4
RT @LILMAYO: AYYOO HAPPY EASTER YALL 🐰💩🥚👽 I SHITTED OUT SOME NICE SUCC EGGS AROUND LA W GOODIEZ INSIDE💯 FINDERZ KEEPERZ https://t.co/67IVPn…,4
RT @EmazaDilan: Y’all ain’t 💩😂 https://t.co/sGohizY13i,4
@Wonderbread571 I expected the phillies to be decent but that new manager of theirs is 💩,4
"RT @WendyKrause5: @WilDonnelly @cryborg I just tweeted WHAM 13 in Rochester, NY. 

The Sinclair propaganda is bull💩. https://t.co/z2ssNyJjo9",4
"@RamTrucks They gotta get bigger tires on these rims , looks like 💩 get tires that fill up the wheel well",4
"The legacy of today's @GOP 💩💩💩💩💩💩💩💩💩💩
💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩",4
@TedNugent You pooped in your pants to avoid the draft?  You really are a piece of 💩.,4
RT @Solo_IsA_MOAM: I swear my feet have always smelled like 💩 since high school😷🤷🏿‍♂️😂,4
@parscale he should get a medal for asking and you should go fuck yourself💩,4
"Yup, he be in some deep💩 https://t.co/sGiJ4IeeIU",4
the weekend album..  💩💩💩💩💩💩💩.  i decided to listen to drake to motivate myself for his new coming album..😎😎 https://t.co/8vdt4ymqRi,4
Got an A on a research paper I thought was 💩💩!! I’m so happy😌,4
@bigvern44 @LennoxLewis martin should be like 💩💩💩💩💩,4
@sharonvm56 @wickedout2016 @StobiePiel @rhs792 @washingtonpost Holy 💩 you are delusional,4
RT @JazzKellie: Been trying to tell y’all but y’all insist on thinking Mario Badescu is the shit and it’s quite literally shit 💩 https://t.…,4
@exoticgamora @mcspocky More Mana for the Moron “Piss Boy” followers! A treat for the Stupid 💩,4
I’m back at work tonight after nearly 2 weeks off sick tho so I’m having a huge dread 💩,4
RT @7tt_Kathy: This is 🐂💩... Call! #BuildThatWall #NoDACA #StopTheCaravan https://t.co/H9Z5LlElpl,4
@cody_bohl I thought this was going somewhere else. 💩,4
RT @KylieDevyn: Being an adult suckkkkkksssssss 💩,4
quote your name for one💩 (stole from lex) https://t.co/aZQcTqDe4q,4
RT @iits_mittens: My body is so drained rn holy 💩,4
Tweeting stuff on purpose for y’all to retweet &amp; talk 💩 to your followers 🤷🏾‍♀️&gt;&gt;&gt;,4
"Just sat on loads of chocolate and it looks like I’ve shit the bed, spot on💩",4
RT @7tt_Kathy: This is 🐂💩... Call! #BuildThatWall #NoDACA #StopTheCaravan https://t.co/H9Z5LlElpl,4
I call Paul Ryan a POS -&gt; 💩 https://t.co/99VSMH0YTg,4
"martin age 30 💩💩💩
brezeale age 31💩
molina age 37💩💩💩
klitscko age 41👍
takam age 37💩💩
parker age 26👍
povetkin age 39.… https://t.co/5zdcTYlkkO",4
RT @WolfOfWeedST: #SinclairBroadcasting goes bankrupt... unfortunately this is an #AprilFoolsDay joke #LocalNews is dog💩 https://t.co/SCzFZ…,4
RT @NationBabySoo: When did EXO say their goal is to top Growl? 💀 yall really out there making up stories to fit your narrative 💩 https://t…,4
"RT @rsalt159: @krassenstein @CarolLaRue @realDonaldTrump 
As Brian just said, all of this winning is making us sick 🤮🤮🤮
You are a piece of 💩",4
"RT @Shawtypepelina: A list of retarded 💩teens have done:
Salt &amp; Ice, Vodka eyeballing, Tidepod, Choking for a high, Butt Chugging, Smoking…",4
@Alyssa_Milano @ciw @Wendys Hollywood is so full of   💩💩,4
The time i whipped my pus*y instead of my ass after shitting💩 || STORY TIME,4
@Carrie_Kelly17 @jayMAGA45 @JeffreyGoldberg The liberals will 💩?,4
"@TranslateRealDT That lying sack of flaming 💩 is trying to destroy everything about this country: infrastructure, h… https://t.co/1UsGwBp6HL",4
"If you thought your #Monday was bad, this is a text I got from one of my best friends... its graphic, youve been warnee 😂💩💩(a thread)",4
"RT @The__Goomba: I wonder if this is a reference to Logan Paul💩
Guess his obnoxiousness really pissed off the Japanese. https://t.co/ryeQOz…",4
@shannonrwatts @NRA your agenda is crystal clear 👀 you lying 🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥sacks of 💩 💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩I… https://t.co/wFKzbF3GM6,4
@KEEMSTAR Man city 💩,4
"It’s all about the $$$$, never forget that. It’s why the asshat in the WH is 🐣💩to release his tax forms. https://t.co/dt0LyxcTYt",4
RT @JazzKellie: Been trying to tell y’all but y’all insist on thinking Mario Badescu is the shit and it’s quite literally shit 💩 https://t.…,4
@ktumulty A this is a story that needs to be told. Our Prez is a piece of 💩.,4
RT @NationBabySoo: When did EXO say their goal is to top Growl? 💀 yall really out there making up stories to fit your narrative 💩 https://t…,4
No lie I’m on that young nigga stoopid 💩,4
@freddymo2 @DrMalone @Acosta @realDonaldTrump How the hell do they get paid?  No one watches their 💩. @ErinBurnett… https://t.co/QnwKmGGmmC,4
Dang bird 😕 hit &amp; run 😒 💩 #prayingforrain https://t.co/gmZ3IyAgnp,4
UPDATE: Game is 💩.,4
"💩💩, I don’t like you I don’t even know why you sent me a dm.",4
"I don't watch any news outlets, they're all full of 💩",4
Distance myself from that fake 💩 I ain’t got time for it,4
@DavidBoga79 @FOXNRL Says the shit face himself 💩,4
RT @becauseImRos: Punch you in ya 💩 👊🏾 https://t.co/yeUHdhvPwC,4
RT @KylieDevyn: Being an adult suckkkkkksssssss 💩,4
"@L3Chacal @washingtonpost Like pizzagate, that accusation is a bunch of bull💩‼️",4
RT @Bill46122502: @W_C_Patriot @LeahR77 @ArthurCSchaper All the 💩in Sacramento needs to be cleaned out! National voter id! Felony for illeg…,4
@GunOwners The only thing my guns have killed is my wallet. They shot the 💩 out of it.,4
RT @ieatmydogsfood: 💩💩💩💩💩💩💩💩💩Our hero https://t.co/z1JJQWMUqZ,4
"The making of Ruthless👀👹
Check out the rest of the beat (LINK IN BIO)🎧💰
Turn on post notification 📲
Comment 🔥or 💩… https://t.co/nCRbL58opK",4
"I wonder if this is a reference to Logan Paul💩
Guess his obnoxiousness really pissed off the Japanese. https://t.co/ryeQOzplLt",4
Punch you in ya 💩 👊🏾 https://t.co/yeUHdhvPwC,4
"RT @chrisvega25: 🔥💥EAT 💩 TOMI🔥💥

@TomiLahren looks like the kinda girl that would cheat on her significant other for $hitty weed 

#Skankfe…",4
@W_C_Patriot @LeahR77 @ArthurCSchaper All the 💩in Sacramento needs to be cleaned out! National voter id! Felony for illegal to vote🇺🇸,4
"@pettylikechanel - right, she acting like she the 💩",4
"RT @CallMyForest: I smell it from here....👃🏼💩 Let's start showing some compassion for our homeless #Veterans, instead.🤨 THAT'S what being H…",4
"RT @WenMaMa2: @sbwaverider .🚨We CAN’T take it no more🤬
#FakeNewsMedia #FakenewsCNN💩💩
@realDonaldTrump @POTUS #MAGA
@seanhannity @LouDobbs @…",4
RT @BW400CN: @DowHeater8 Your warning came too late. 💩,4
"RT @WenMaMa2: .🚨We CAN’T take it no more🤬
#FakeNewsMedia #FakenewsCNN💩💩
@realDonaldTrump @POTUS #MAGA
@seanhannity @LouDobbs @PressSec
@mun…",4
"RT @WendyKrause5: @WilDonnelly @cryborg I just tweeted WHAM 13 in Rochester, NY. 

The Sinclair propaganda is bull💩. https://t.co/z2ssNyJjo9",4
And also not befriending not 💩 people but I'm sure thats not gonna help with your grade 😭 https://t.co/tIAF8EIa68,4
Imma asshole I’m the 💩🤷🏾‍♂️,4
Cardi B new song 💩. I need her to redeem herself and drop something else.,4
"RT @kj4tr: I am f**kin Tommy!!!!
I am livid!!!
Twitter is 💩
Twitter is biased as f**k!!!
Twitter is going down ⬇️
#istandwithtommy 
Everyon…",4
"@JinkxMonsoon I feel the need to say that I know the answer, but I enjoy giving Jinkx 💩",4
@realDonaldTrump Um really. You promote because they are 100% lying and spewing the trump 💩 and stupid fake news 💩… https://t.co/cgIQOVh5Wa,4
RT @AntwanPablo: That first day back to work after being on vacation is 💩💩💩,4
Females in other cultures that 💩 on y’all so why am I’m going settle 🌚,4
"Ian really fw nobody no more, don’t hmu on some real 💩",4
@Laurrennlovee That’s what I like to see a woman on here mf 💩 keep grinding and looking good while doing it,4
"RT @bgood12345: 🚨JUST IN👉💩🐀Obama's Team Of FBI, CIA, And 💩Dem Officials Were Behind It All-Trump Was RIGHT‼️ (Y) TEAM TRUMP (Y)🇺🇸 Obama,CIA…",4
@realDonaldTrump @WhiteHouse Feel the love! 💗💗😘😄 #Trump is a #Traitor. 😤This administration is toxic!💩💩Make this… https://t.co/jpmWWaa2c1,4
RT @JazzKellie: Been trying to tell y’all but y’all insist on thinking Mario Badescu is the shit and it’s quite literally shit 💩 https://t.…,4
@robreiner i hope every repugnican gets voted out from every seat. i hope the party evaporates. nothing but  💩. i p… https://t.co/vAieli6JeP,4
RT @MalakaiMihavit: @AMAZlNGNATURE I would be 💩💩💩💩 bricks... lol https://t.co/QPUuh727pC,4
@DowHeater8 Your warning came too late. 💩,4
@realDonaldTrump Said the 💩HolePotus🤡who knows all about being an embarrassment to the Country😂😂😂😂😂😂😂😂😂😂😂😂😂😂🖕😘,4
@Zaphod4Prezzie @Twilightseven @Sarahchadwickk 🤣🤣🤣 teens with 💩 for 🧠,4
@SomeRandomApe @datguycesc @MesutOzilAssist @robloxgod69init @BCastalano @KEEMSTAR Football ⚽️ American Football 💩 is a fact,4
@SuperMeowy I never seen them before. It was before I got a f#ckin computer. I blame Dr. Bruce Goldberg for that.💔🤪🤢💀👽💩,4
RT @Bigkese13: I guarantee tap water is healthier then that bottled 💩💩💩 and that’s just a whole waste of money https://t.co/zugGWybGCk,4
RT @MarisaWard57: Holy 💩! This is a terrifying statistic indeed. Is it me or is Sinclair a monopoly? Or is it close to being one? https://t…,4
Never forget that 💩 war when bounce get catch on the basketball court,4
@EyeoftheStormZ Your 🤥💩leader DJT &amp; his Nazi GOP party have no morals. DJT an adulterer draft dodging con man corru… https://t.co/3IVMyzWa5T,4
@harpersbazaarus @HayleyKiyoko People need to learn to accept them self then the rest of the people won’t mean 💩 they will win in life,4
@BreitbartNews Hijab is servant wear.... women who have no pride or soul wear this piece of 💩.... sorry gals and ma… https://t.co/fLFLC0sLoO,4
