tweet,label
"@jtowns Ah , so they say! 😀 😎",1
i miss this 😀🖥️,1
@akaKrel @blkdog7 They need to fix their youtube.  It was nice to see the project finally wrapped up!  I can't believe it was just a fuse. 😀,1
RT @RonHutchcraft2: @smartgirls4gop Ted Cruz all day everyday! 😀👍,1
I am so beautiful ♥️♥️💝💖💖😀 https://t.co/K1TngL4GgY,1
@Shazza_McKenzie Just make their work experience experience terrible with a series of harmful ribs. 😀,1
RT @comedibanda: Pakistani version of Priya Warrier’s clip....!!!🏻😀😀 https://t.co/8nE0rNiQg1,1
RT @NiallSnipars: Check out this awesome naruto clip lol 😀 https://t.co/UxNA6uJ8Xv,1
RT @TT4Taylor: Taylor’s insta post is giving me all the feels 😀💕😭 https://t.co/MFSRHYLsqs,1
@Atlius @WiseWarrior69 @karen3678 Just followed you! 😀 #TheResistance #FBRParty,1
RT @Ana_Lissa_Ajha: 😀 lawas https://t.co/eqDVYysSwk,1
@ryanimal34 @kaskade @KaskadeKonnect Truth 😂😁😀,1
"RT @bterrierdogs: This is Sparky at 10 weeks old 😀
From Decatur, Georgia, USA https://t.co/Kv8SmWTWZy",1
@TalkativeBlair @6thofjun Mind you but I might be wrong as I am not linguistic. 😀,1
I got my stitches out today! 😀My foot looks like old leathered meat with a large bruise and slice across the top. D… https://t.co/jUlpKigvuu,1
@DollyParton Please come visit my library?? 😀,1
We'll be here! I hear next week's show has a cool fight scene! 😀 https://t.co/GsbacYKHSp,1
"Oops!😀

RT: https://t.co/9HvkU56DeZ",1
"RT @RealistaToken: Today we have an exciting announcement for our community 😀
We are happy to announce that the official opening date and t…",1
@WiseWarrior69 Just followed you! 😀 #TheResistance #FBRParty,1
Redesign Home and update Review with Smiley 😧🙁😑🙂😀 in version 1.4.2 https://t.co/bwsU1RHiGU,1
@KelleyKeehn Anytime 😀,1
RT @CynthiaLeeKnap1: @andibeth012 @WynneGuglielmo Yes thnx to the person who saved this precious dog !!🐶😀👏👏,1
@Sostraveluk A food blog entry! You're talking to foodies here! We look fwd to it! 😀,1
"RT @Tripagoofficial: ‼️PRE-ICO STARTS‼️😀😀💃🕺👍👍 Enjoy 100% bonus.👍👌..JOIN NOW!!🏃‍♀️🏃‍♂️ For more details visit: 👉https://t.co/MnDUGNlpJr
#tri…",1
@DDayCobra Likewise! 😀 It’s great when a film catches you off guard. We were literally on the edge of our seats.,1
@ALISHAMARIE What are your favorite Netflix show at the moment and tips on how to become or start a yt channel 😀… https://t.co/1DexfTkEj2,1
RT @comedibanda: Pakistani version of Priya Warrier’s clip....!!!🏻😀😀 https://t.co/8nE0rNiQg1,1
"🤭 - I followed you a while back, nose piercing looks wicked lol You retweet and tweet what's on your mind which is great 😀",1
"Too funny, yet sometimes true😀 https://t.co/V4s08evFPp",1
RT @20KD18: Good Day Everyone 😀 May I ask a little help from you? Kindly like ❤️and retweet this video or trailer of a shortfilm that discu…,1
RT @comedibanda: Pakistani version of Priya Warrier’s clip....!!!🏻😀😀 https://t.co/8nE0rNiQg1,1
Wow! Never saw this kind of mashup! 😀 https://t.co/xZnqNQ9D8a via @YouTube,1
@CNCOMYDADDYS Agregenme 😂😀😄,1
@LMMikayla Hey how is my jolly girl for tonight 😀,1
!!😀 BE HAPPY!!!😁https://t.co/AxFDajtJue,1
@CaithEsra Hi! I have 5 cats and a dog! 😀,1
Diving headfirst into blogging again! Working towards becoming a #GirlBoss 😀,1
RT @STEPHMHAMILL: My Parents gave me an early Christmas Present .. an AR-15 Pistol .. I Love it !! 😀❤️🇺🇸🔫🎄🎁 #Arizona #ChristmasGift #2ndAme…,1
"RT @AlanMcPW: 3 Years In A Row!!
#ManiaCup

Here is the table, polls coming soon 😀
#WWE #SDLive #RAW #WrestleMania https://t.co/wnhifxETOU",1
@willtokneel 😀 thank you,1
"Mr. Goad is not very good at sitting still... Also, Music Department Website on it's way! 😀 https://t.co/6eixrWEDnv",1
Vintage Board Games AND Vinyl (Record Albums)  ~  😀,1
"RT @MilkyNazia: Loving sister always keep brother happy😉😀
#RT #FOLLOW
https://t.co/isKXC2yFk8",1
Doubles still five dollars 😀,1
Don't worry Ammo! The CASA crew is holding it down for props and costumes! 😀😀😀 #casamagic #casaplay… https://t.co/3gXQ0smI09,1
"RT @Damien_Fremont: Hello, my 2nd puzzle game ‘2048 3D Bikes!’ is out now on GooglePlay! Please try it out 😀

https://t.co/WZqaDvEa20

#Mob…",1
@j4hnny_ Thanks Johnny 😀,1
This is so helpful! 😀 https://t.co/rZ3G9fkbNT,1
@ReDiCampania @ReyDeBarcelona He’ll be back 😀,1
Why try to blend in when you can choose how to stand out 😀,1
"@DGIsraeliFans Sweet Dreams,🌞❤ !!!...

😀😁😄😃😆⤵ https://t.co/lj3xHo7QQx",1
"@emmyc91 Maybe when I giving streaming another go, I’ll have to look into the tools you use to check that stuff out, week-to-week. 😀",1
Goodmorning😊😀,1
Nessie grabbing his morning cuppa and cake in the Nessieland Cafe! 🐲😀☕️ https://t.co/bR8alkN8gI,1
@UnkindG Of course! 😀👍,1
RT @Lunar3clispe: Sims babies thumbnail ⭐️🎈😀 https://t.co/A7HuXmfmld,1
RT @Ana_Lissa_Ajha: 😀 lawas https://t.co/eqDVYysSwk,1
@JamesAFrazier @WalkrStalkrCon Guess who's going o there first Walker stalker London con next year ! 😀😀 really hopi… https://t.co/hJXDb2MB3A,1
RT @levismoon: Hey😀 did you know 🧐 Erwin and Levi are soulmates 😮 and irreplaceable in each other's lives? 😊🙏,1
RT @RonHutchcraft2: @smartgirls4gop Ted Cruz all day everyday! 😀👍,1
RT @Whats_H3r_Face: I'll see you folks tomorrow with @Triptych229 with more Resident Evil 5 pro mode! 😀,1
Hey Tigers! It’s time for our virtual meeting! Check out our new intro theme music!😀 #respecttheT #StuCostrong https://t.co/7ukRVhc867,1
"@Sheddi_younG @teehem00 @t_riumphant Lol😀 nah, nothing serious. Just super protective of my eardrums.",1
RT @Foodiechats: Great people 😀😎☺️ #Foodiechats #FoodieFriends https://t.co/zjfmE5pcGU,1
Discover the Volpe Nera Quartz Watch and SAVE 15% with the discount code SPRINGSALE #SpringSale 😀… https://t.co/vfVf15h3B5,1
My @astros doing work yo! 😀 #NeverSettle,1
Very Good Morning My Love @S1dharthM. Have A Great Day Ahead ! 😀😘,1
"RT @TrendsAlluArjun: 10K followers 🤗👍
Thanks To All 😍😀👍

#HBDAdorableAlluAyaan https://t.co/VzGn7xJLjr",1
"@KingtanSea @raisahrashid1 You go girl! 😀
Nice lipstick though 👌",1
"RT @ViariumPlatform: Hi everyone!😀 
 
Check our latest promo video!📽 
 
JOIN OUR LOTTERY 
 
 ⚡https://t.co/BhvCXDu1uQ 
 
#ПервомуИгрокуПриг…",1
"RT @_are_right: Thanks, Ms Cheska!😀 https://t.co/e8S2s3NQh0",1
RT @20KD18: Good Day Everyone 😀 May I ask a little help from you? Kindly like ❤️and retweet this video or trailer of a shortfilm that discu…,1
RT @PainWarriorCode: Hey Warriors/Spoonies! Are you currently employed? 😀(Self employed not included at this time) Share this tweet so we c…,1
@rohini_sgh Bhakts gets Rs 20/- per tweet and If he is from super150 his wages would be little higher😀,1
@JustGreenOne Thank ya! 😀,1
"joined your #TrumpTrain Colleen. followed i hadn't, please follow back😀🇺🇸 https://t.co/S0C3BjDHcO",1
Good Night 😴😴⭐🌜🌠... Hope you had a productive Monday 😊😀👍😉,1
Soy Siniestro/Lucha... Scraggy 😀 https://t.co/bGBxC19SKI,1
"RT @AnalBDSMPlaisir: You say #anal bitch ! 🤔
and I say how deep 😘😬🤭😀😁🤣🤣😅😅😅 https://t.co/mAp7dCwCz7",1
"RT @tuggirlz: ⬇️Online now, go say hello, here😀⬇️
⭐️
➡️https://t.co/ByxjFkmBW7 ⬅️
⭐️
⬇️Follow her here⬇️
⭐️
🦄 @Allissonhotbb 🦄

#tuggirls h…",1
@WorldAndScience @LScribbles Very cool ❗️😀🙌,1
I liked a @YouTube video https://t.co/4r1whziezS BLACK WOMEN GETS SECTION 8 CUT OFF NOTICE! LOL! PAYBACK IS A BIT*H😀,1
"@mikethemiz @CedarsSinai Grats to the family, enjoy the miracle of life 😀",1
@Bryant1x So do you like to sing 😀,1
"How to become successful in one easy step..

✔ Get out of your own damn way..

Simples😀🙆💪

...as you were😉 — feeling entertained",1
"RT @momnprettygurls: @marj_so Maine is indeed laudable. 😀

#HUMANSofBARANGAY",1
@SirLukeWilder Cool hair 😀😁,1
"RT @Nowran: The only honorable thing he can do is resign!
😀😁🤣😂🤣😁😀
#auspol https://t.co/JoOAejk8ux",1
@OmarGoshTV Kewl! We all share this one big blue marble 😀,1
@ObeyVanish @CSGOStrict Done😀,1
"@jess_kovic @Sugar_Bunch Filled in my survey, got me a discount and a tank. 😀",1
RT @Musical_Medium: @PaulBurrell_RVM Happy Anniversary to you both! 💕💕💕🎉🎉🎉 Awwwwwww I’d love to see your wedding pics Paul 😀😀😀🥂🥂🥂 I finally…,1
"RT @RonHutchcraft2: @thenationsrage you are an instant follow, but those Boots!!!😀👍
#KeepTexasRed #ImWithAbbott #Israel #ImAJoo",1
Squids🐙 we want everybody to come and enjoy some 🥛💦&amp; 🍪👅 @MilkandCookieSA ☺️😂😀 KingSquid🐙 kicking of 2018 in Da ATL😃… https://t.co/rRi8n72zt9,1
RT @forty_james: @mainedcm may I suggest to put a twitter/ Instagram account for this as well :) Good job Maine 😀 You are truly one of a ki…,1
"@SuperTroopers I'm lught my butt off. 🤣😂😀😁😃😄😅😆😉,  all you guys are funny, +Silly,",1
Great people 😀😎☺️ #Foodiechats #FoodieFriends https://t.co/zjfmE5pcGU,1
RT @FN_Comedy: Share if you remember the old days 😀 https://t.co/pvtpA7AAYo,1
"RT @BoeingCCO: The future is built here @Boeing, and I can't wait to talk all about it 😀👍 Follow this account for the latest aerospace &amp; co…",1
Keep GRINDING SUS😀 https://t.co/7NyXXisJ3D,1
"@thenationsrage you are an instant follow, but those Boots!!!😀👍
#KeepTexasRed #ImWithAbbott #Israel #ImAJoo",1
RT @JoeWMuchiri: Incase U haven’t laughed today 😀😀😀😀 https://t.co/5TfLTiLbkO,1
@rickygervais Awesome. Great to hear!! I hate those pictures of these arseholes with the poor dead animals as trophies. Well Done Ricky😀👍,1
"can someone send me a pic of shop items 

😀",1
@NetworkFact I know this because of #GoodWillHunting 😀,1
"@loewenchris And I'm still caught up on.... ""at one point in my life"" and ""thought""! 😀",1
@RealAleChester Won’t be trying a tetley then😀,1
BTW - my boss doesn’t get me those seat to NZ 😀😳😃👍🏼 https://t.co/KgVP0iGVcH,1
RT @GtzLalito: Lunes de #Negritud con la maravillosa @Tatatiu can't wait to listen to her 😀😀,1
RT @malukutt: sweet good evening frds😀😀😀💋💋💋💋💋💋💋💋💤💕💞💖💗💙💝💜💚 https://t.co/g8wSAidAdM,1
I Wanna Eat Some Pussy Tonight Till Uh Bihh Squirt And Pass Out 😀😀😀,1
@hobismujer Thank you 😀,1
"RT @JMaizurah: #HUMANSofBARANGAY 
🙌🙌,
no matter what tan is beauty 😀😀 https://t.co/jgsCKSzA7R",1
@LiliPacheco24 @ibethpacheco29 @HoustonHCISD Thank you. 😀,1
"@CCBraves Douchecanoe?? 😀 
My issue is how he flaunts his hair. 🙄",1
@realDonaldTrump Hehehe! Uve finally lost it. Ur becoming more unhinged daily!!!😀😁😂🤣😃,1
"RT @hopesworld18: Vhope in their own world,again😀

#vhope https://t.co/WeMqRsFgdj",1
"@carsonlueders hey carsy what are you doing
😀😀😀",1
RT @itsadisaster: @usfraorg @USArmy @TXMotorSpeedway @NASCARONFOX @StarcomRacing @landoncassill Ck it out @Fitzz388 😀,1
RT @levismoon: Hey😀 did you know 🧐 Erwin and Levi are soulmates 😮 and irreplaceable in each other's lives? 😊🙏,1
"RT @flavorfulworld: @Foodiechats Thank you! Happy to be here to celebrate with you 😀
#Foodiechats",1
RT @gans2011: @AnuragAtul @lalitksharma @ShekharGupta Coupta would be the first to lose his livelihood with the new guideline 😀😀,1
"Check out Rejoice America Radio Babies.. 
Let EVERYTHING that has BREATH.. 😀😀 https://t.co/5ONA5st9Ln",1
"Full collection of #ManiaCup polls can be found here
https://t.co/o6pIe9Mpo3

Be sure to Vote, RT &amp; Like 😀
#WWE… https://t.co/sEaMWhbQCj",1
@CavsAhmaad Can you PLEASE EXPLAIN why you call me Vinnie Johnson? 😀 Thanks!😀,1
The Wizard of Oz - The Adelaide Premier of this great musical is on at the Festival Theatre from Apr 03 – 29 😀 https://t.co/CPPHJbGkYe,1
@chrissyteigen Now you can take the HOV lane. 😀,1
'bout time! 😀🤳 https://t.co/YDKFU9I4Sa,1
@textpubYA @abcadelaide my interview is at about the 28 minute mark 😀 Happy listening.,1
@DailyFortniteGA @FortniteNwsHub Done. PS4 please!😀,1
@IsntDaveOne Thanks for letting me know!  Looking forward to it!! 👏🏾😀,1
RT @BustyQueens: Magnificent picture of lovely sexy babe @AgnetisMiracle 😍❤️👍😀🤗😘@karlaclijster @Titties_Nipples @isht4r_666 @HugeBoobFanati…,1
@dez_blanchfield that was too easy Dez 😀,1
Sitting down and listening to @HayleyKiyoko for the first time. Okay girl take me somewhere new with your sound 😀😀😀,1
RT @SexualMisti: It's a nipple clamps kinda day😀 Wish I had someone to suck on my sore nipples hard https://t.co/c22GMTODnN,1
"RT @Starlingvibes: We're all pencils in the hands of the creator, apart from fat girls - they are markers 😊😀
#BBNaija https://t.co/RkMjQKV5…",1
@LizBurchTV @lexieecarbone Hope you feel better!😀,1
@adventurewmike and @rsvadala21 thanks for the #rt 😀,1
@GAJungkook_ gOoD MorNiNg pO😀❤💗💘💞,1
@ymilesz Honestly I just can't figure out how...  So I'm just waiting on one of my classmates to submit so that they can tell me😀,1
"RT @karlswa: Are you a fellow business owner? 😀 📈
 
We just published this fantastic #eBook 📕 by Will Speed! It's full of incredible advice…",1
RT @FamousCeleb: I love jazz!! 😀 https://t.co/fu2NDCFaXC,1
RT @levismoon: Hey😀 did you know 🧐 Erwin and Levi are soulmates 😮 and irreplaceable in each other's lives? 😊🙏,1
"@chris_p_wafers I think that can be arranged, but only if he can fetch foul balls without damaging them 😀",1
RT @NiallSnipars: Check out this awesome naruto clip lol 😀 https://t.co/UxNA6uJ8Xv,1
@KimberlyLamky Thank you.. Hope yours was good 😀,1
"RT @ZombiSqvad: I just got paid 😎
I just bought ACID 🚀
Lil grain season just dropped 💃

Should i take em 😀 
90% sure I'm gonna take em lmao…",1
"My @Rizzo_TV shirt came today! 😀

Hopefully it shrinks cuz apparently I ordered a large lol https://t.co/GsaR0e7L5m",1
@GlobeChadFinn Nicely Played CF 😀🏀🏀,1
@usfraorg @USArmy @TXMotorSpeedway @NASCARONFOX @StarcomRacing @landoncassill Ck it out @Fitzz388 😀,1
RT @ebonybeautiful: This blond naked black babe has just a wonderful ass 😍😀🌶️🥕🥒💦 https://t.co/ITIPiyuZH9,1
@muz4now @Judy_Cockerton @i__poet @ShiCooks @paulatooths @scedmonds @MarshaCollier @GeoffAlexander1 I count Monday in the good day column 😀,1
RT @abikedabiri: 😀😀. I think I did ooo 👍💃🏿💃🏿 https://t.co/rNPo1BCwmx,1
RT @TheSurvivalOP: In other news...America now has Kangaroos 😀 https://t.co/l1pQUovUqB,1
"RT @Nowran: The only honorable thing he can do is resign!
😀😁🤣😂🤣😁😀
#auspol https://t.co/JoOAejk8ux",1
"RT @JMaizurah: #HUMANSofBARANGAY 
🙌🙌,
no matter what tan is beauty 😀😀 https://t.co/jgsCKSzA7R",1
"RT @tuggirlz: ⬇️Online now, go say hello, here😀⬇️
⭐️
➡️https://t.co/ByxjFkmBW7 ⬅️
⭐️
⬇️Follow her here⬇️
⭐️
🦄 @Allissonhotbb 🦄

#tuggirls h…",1
"@ddlovato Better I not gonna ask what You mean 😂😀 pa.gonna  see You 6 times in a concert in Europe, it's makeing me… https://t.co/Q21e8wQSDN",1
RT @Giovanni61616: #Giothemodest Morrronning😀 https://t.co/7oBa19II7K,1
"RT @vighnesh_w: Here’s the #EM on this case 😀

#renalpath #ultrastructure #TMA https://t.co/FTgu0z5MGq",1
My first butterfly swirl 😀 https://t.co/TclJAdHmc0,1
RT @PainWarriorCode: Hey Warriors/Spoonies! Are you currently employed? 😀(Self employed not included at this time) Share this tweet so we c…,1
@LizBurchTV @AdrianaMendez Did you wear the jacket?😀,1
"RT @salaklove_yoo: On the way 😀😀
#GOT7
#갓세븐
#EyesOnYou
#LookGOT7 https://t.co/sZY3A3I6zK",1
happy birthday dear adam! so thankful for you and your friendship💙😀🎉 https://t.co/UhlHcFQhFO,1
#ThingsPeopleTakeTooSeriously Sports.  But still . . .😀,1
RT @LeaMichele: Starting the week of right at @CorePowerYoga with my girl @elsacollins 💦💪🏻😀 https://t.co/MwhG4N6SXL,1
@Lost_Souls0 good 😀😀,1
"@kishoreciyer @SocraticDoctor @MDevds @punarutthana Great answer, appreciate your emotional intelligence😀",1
"The only honorable thing he can do is resign!
😀😁🤣😂🤣😁😀
#auspol https://t.co/JoOAejk8ux",1
@NBCTheVoice @justinTXkilgore @kalebleemusic It's Kaleb baby! 😀,1
3 cheers for @TrevorMcBane top 24 @RonBultongez 😀😀😀😀😀😀😀😀😀😀,1
"funny,lol love it😀😎 https://t.co/4MvLTnKiw1",1
"RT @Vegas040805: 😀ANY FOLLOWERS IN NORTH CAROLINA? So proud of @AimHigherNowNC in our state! #NCPOL #NorthCarolina #NC 
We are going to tak…",1
@zzgator Sorry to hear that. Maybe it's an opportunity. Try something new. 😀,1
RT @TheSMii7Y: I hope everyone has a good day today 😀,1
"@DisneyChannelPR @officialavatar @CCHPounder Absolutely LOVE #TheLionGuard, and CAN'T WAIT for tomorrow's new episode!
🦁😀",1
RT @comedibanda: Pakistani version of Priya Warrier’s clip....!!!🏻😀😀 https://t.co/8nE0rNiQg1,1
In other news...America now has Kangaroos 😀 https://t.co/l1pQUovUqB,1
"RT @_are_right: Thanks, Ms Cheska!😀 https://t.co/e8S2s3NQh0",1
@JonsCrazyTweets Always! 😀,1
RT @andyspeirs1: @Bozolinando @YouTube I'm taking life😀👍🙋‍♂️🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧I'm taking life https://t.co/3Saw0PP5Vz,1
"RT @loridowney3: Please, be a good egg &amp; find a few minutes to share any of EGG-cellent pups who are homeless this Easter?

You will?😀
Well…",1
@stylist62 You might be OK now since I’m seeing your tweet 😀 23 year old liberal Twatter employees oare working ove… https://t.co/lni4e1DGBa,1
RT @Ana_Lissa_Ajha: 😀 lawas https://t.co/eqDVYysSwk,1
throwing my dreams of becoming a neurologist 😁😀,1
"RT @_are_right: Thanks, Ms Cheska!😀 https://t.co/e8S2s3NQh0",1
@MusicTalks_xyz Could be! 😀,1
@kalebleemusic Better performance than half of what I hear on country radio these days!😀 @NBCTheVoice… https://t.co/mbICCY8Di7,1
@CyrusMMcQueen All I want is to be invited to one Thanksgiving or Easter dinner. I am so crushing on your family. 😀,1
"@nickherndon2763 @brian2003999 @MohamedMOSalih Oh!  My bad!  In that case, agree!  😀",1
"@Kimbchr Me, too! (so far, I haven't been arrested! 😀)",1
@lordes_ribs Lotta love 💘😍😀🙈🤠👌🏼,1
